step,event,from_label,to_label,fund,return_percent,amount_ars,app_fee_ars,head_paid_to_date,head_remaining,app_fee_cumulative,platform_float,open_obligation_total,notes
607,split,Investment174,Investment131,Growth Partners,25,86000,0,125000.00,0.00,1740000.00,90000.00,5249000.00,"Waterfall split 86000 ARS from Investment174 → Investment131 (125000/125000)"
608,payout_closed,Investment174,Investment131,Growth Partners,25,125000,0,125000.00,0.00,1740000.00,90000.00,5249000.00,"Payout closed for Investment131: 125000 ARS (25%) funded via marketplace splits"
609,split,Investment174,Investment132,Balanced Growth,15,4000,0,4000.00,111000.00,1740000.00,90000.00,5245000.00,"Waterfall split 4000 ARS from Investment174 → Investment132 (4000/115000)"
610,subscription,Investment175,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1750000.00,90000.00,5360000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
611,split,Investment175,Investment132,Balanced Growth,15,90000,0,94000.00,21000.00,1750000.00,90000.00,5270000.00,"Waterfall split 90000 ARS from Investment175 → Investment132 (94000/115000)"
612,subscription,Investment176,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1760000.00,90000.00,5385000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
613,split,Investment176,Investment132,Balanced Growth,15,21000,0,115000.00,0.00,1760000.00,90000.00,5364000.00,"Waterfall split 21000 ARS from Investment176 → Investment132 (115000/115000)"
614,payout_closed,Investment176,Investment132,Balanced Growth,15,115000,0,115000.00,0.00,1760000.00,90000.00,5364000.00,"Payout closed for Investment132: 115000 ARS (15%) funded via marketplace splits"
615,split,Investment176,Investment133,Stable Yield,10,69000,0,69000.00,41000.00,1760000.00,90000.00,5295000.00,"Waterfall split 69000 ARS from Investment176 → Investment133 (69000/110000)"
616,subscription,Investment177,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1770000.00,90000.00,5435000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
617,split,Investment177,Investment133,Stable Yield,10,41000,0,110000.00,0.00,1770000.00,90000.00,5394000.00,"Waterfall split 41000 ARS from Investment177 → Investment133 (110000/110000)"
618,payout_closed,Investment177,Investment133,Stable Yield,10,110000,0,110000.00,0.00,1770000.00,90000.00,5394000.00,"Payout closed for Investment133: 110000 ARS (10%) funded via marketplace splits"
619,split,Investment177,Investment134,Aggressive Alpha,40,49000,0,49000.00,91000.00,1770000.00,90000.00,5345000.00,"Waterfall split 49000 ARS from Investment177 → Investment134 (49000/140000)"
620,subscription,Investment178,platform,Stable Yield,10,100000,10000,0.00,110000.00,1780000.00,90000.00,5455000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
621,split,Investment178,Investment134,Aggressive Alpha,40,90000,0,139000.00,1000.00,1780000.00,90000.00,5365000.00,"Waterfall split 90000 ARS from Investment178 → Investment134 (139000/140000)"
622,subscription,Investment179,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1790000.00,90000.00,5480000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
623,split,Investment179,Investment134,Aggressive Alpha,40,1000,0,140000.00,0.00,1790000.00,90000.00,5479000.00,"Waterfall split 1000 ARS from Investment179 → Investment134 (140000/140000)"
624,payout_closed,Investment179,Investment134,Aggressive Alpha,40,140000,0,140000.00,0.00,1790000.00,90000.00,5479000.00,"Payout closed for Investment134: 140000 ARS (40%) funded via marketplace splits"
625,split,Investment179,Investment135,Aggressive Alpha,40,89000,0,89000.00,51000.00,1790000.00,90000.00,5390000.00,"Waterfall split 89000 ARS from Investment179 → Investment135 (89000/140000)"
626,subscription,Investment180,platform,Capital Shield,6,100000,10000,0.00,106000.00,1800000.00,90000.00,5496000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
627,split,Investment180,Investment135,Aggressive Alpha,40,51000,0,140000.00,0.00,1800000.00,90000.00,5445000.00,"Waterfall split 51000 ARS from Investment180 → Investment135 (140000/140000)"
628,payout_closed,Investment180,Investment135,Aggressive Alpha,40,140000,0,140000.00,0.00,1800000.00,90000.00,5445000.00,"Payout closed for Investment135: 140000 ARS (40%) funded via marketplace splits"
629,split,Investment180,Investment136,Balanced Growth,15,39000,0,39000.00,76000.00,1800000.00,90000.00,5406000.00,"Waterfall split 39000 ARS from Investment180 → Investment136 (39000/115000)"
630,subscription,Investment181,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1810000.00,90000.00,5546000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
631,split,Investment181,Investment136,Balanced Growth,15,76000,0,115000.00,0.00,1810000.00,90000.00,5470000.00,"Waterfall split 76000 ARS from Investment181 → Investment136 (115000/115000)"
632,payout_closed,Investment181,Investment136,Balanced Growth,15,115000,0,115000.00,0.00,1810000.00,90000.00,5470000.00,"Payout closed for Investment136: 115000 ARS (15%) funded via marketplace splits"
633,split,Investment181,Investment137,Stable Yield,10,14000,0,14000.00,96000.00,1810000.00,90000.00,5456000.00,"Waterfall split 14000 ARS from Investment181 → Investment137 (14000/110000)"
634,subscription,Investment182,platform,Stable Yield,10,100000,10000,0.00,110000.00,1820000.00,90000.00,5566000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
635,split,Investment182,Investment137,Stable Yield,10,90000,0,104000.00,6000.00,1820000.00,90000.00,5476000.00,"Waterfall split 90000 ARS from Investment182 → Investment137 (104000/110000)"
636,subscription,Investment183,platform,Stable Yield,10,100000,10000,0.00,110000.00,1830000.00,90000.00,5586000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
637,split,Investment183,Investment137,Stable Yield,10,6000,0,110000.00,0.00,1830000.00,90000.00,5580000.00,"Waterfall split 6000 ARS from Investment183 → Investment137 (110000/110000)"
638,payout_closed,Investment183,Investment137,Stable Yield,10,110000,0,110000.00,0.00,1830000.00,90000.00,5580000.00,"Payout closed for Investment137: 110000 ARS (10%) funded via marketplace splits"
639,split,Investment183,Investment138,Capital Shield,6,84000,0,84000.00,22000.00,1830000.00,90000.00,5496000.00,"Waterfall split 84000 ARS from Investment183 → Investment138 (84000/106000)"
640,subscription,Investment184,platform,Growth Partners,25,100000,10000,0.00,125000.00,1840000.00,90000.00,5621000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
641,split,Investment184,Investment138,Capital Shield,6,22000,0,106000.00,0.00,1840000.00,90000.00,5599000.00,"Waterfall split 22000 ARS from Investment184 → Investment138 (106000/106000)"
642,payout_closed,Investment184,Investment138,Capital Shield,6,106000,0,106000.00,0.00,1840000.00,90000.00,5599000.00,"Payout closed for Investment138: 106000 ARS (6%) funded via marketplace splits"
643,split,Investment184,Investment139,Balanced Growth,15,68000,0,68000.00,47000.00,1840000.00,90000.00,5531000.00,"Waterfall split 68000 ARS from Investment184 → Investment139 (68000/115000)"
644,subscription,Investment185,platform,Aggressive Alpha,40,100000,10000,0.00,140000.00,1850000.00,90000.00,5671000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 140000"
645,split,Investment185,Investment139,Balanced Growth,15,47000,0,115000.00,0.00,1850000.00,90000.00,5624000.00,"Waterfall split 47000 ARS from Investment185 → Investment139 (115000/115000)"
646,payout_closed,Investment185,Investment139,Balanced Growth,15,115000,0,115000.00,0.00,1850000.00,90000.00,5624000.00,"Payout closed for Investment139: 115000 ARS (15%) funded via marketplace splits"
647,split,Investment185,Investment140,Aggressive Alpha,40,43000,0,43000.00,97000.00,1850000.00,90000.00,5581000.00,"Waterfall split 43000 ARS from Investment185 → Investment140 (43000/140000)"
648,subscription,Investment186,platform,Stable Yield,10,100000,10000,0.00,110000.00,1860000.00,90000.00,5691000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
649,split,Investment186,Investment140,Aggressive Alpha,40,90000,0,133000.00,7000.00,1860000.00,90000.00,5601000.00,"Waterfall split 90000 ARS from Investment186 → Investment140 (133000/140000)"
650,subscription,Investment187,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1870000.00,90000.00,5716000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
651,split,Investment187,Investment140,Aggressive Alpha,40,7000,0,140000.00,0.00,1870000.00,90000.00,5709000.00,"Waterfall split 7000 ARS from Investment187 → Investment140 (140000/140000)"
652,payout_closed,Investment187,Investment140,Aggressive Alpha,40,140000,0,140000.00,0.00,1870000.00,90000.00,5709000.00,"Payout closed for Investment140: 140000 ARS (40%) funded via marketplace splits"
653,split,Investment187,Investment141,Balanced Growth,15,83000,0,83000.00,32000.00,1870000.00,90000.00,5626000.00,"Waterfall split 83000 ARS from Investment187 → Investment141 (83000/115000)"
654,subscription,Investment188,platform,Stable Yield,10,100000,10000,0.00,110000.00,1880000.00,90000.00,5736000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
655,split,Investment188,Investment141,Balanced Growth,15,32000,0,115000.00,0.00,1880000.00,90000.00,5704000.00,"Waterfall split 32000 ARS from Investment188 → Investment141 (115000/115000)"
656,payout_closed,Investment188,Investment141,Balanced Growth,15,115000,0,115000.00,0.00,1880000.00,90000.00,5704000.00,"Payout closed for Investment141: 115000 ARS (15%) funded via marketplace splits"
657,split,Investment188,Investment142,Capital Shield,6,58000,0,58000.00,48000.00,1880000.00,90000.00,5646000.00,"Waterfall split 58000 ARS from Investment188 → Investment142 (58000/106000)"
658,subscription,Investment189,platform,Capital Shield,6,100000,10000,0.00,106000.00,1890000.00,90000.00,5752000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
659,split,Investment189,Investment142,Capital Shield,6,48000,0,106000.00,0.00,1890000.00,90000.00,5704000.00,"Waterfall split 48000 ARS from Investment189 → Investment142 (106000/106000)"
660,payout_closed,Investment189,Investment142,Capital Shield,6,106000,0,106000.00,0.00,1890000.00,90000.00,5704000.00,"Payout closed for Investment142: 106000 ARS (6%) funded via marketplace splits"
661,split,Investment189,Investment143,Stable Yield,10,42000,0,42000.00,68000.00,1890000.00,90000.00,5662000.00,"Waterfall split 42000 ARS from Investment189 → Investment143 (42000/110000)"
662,subscription,Investment190,platform,Capital Shield,6,100000,10000,0.00,106000.00,1900000.00,90000.00,5768000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
663,split,Investment190,Investment143,Stable Yield,10,68000,0,110000.00,0.00,1900000.00,90000.00,5700000.00,"Waterfall split 68000 ARS from Investment190 → Investment143 (110000/110000)"
664,payout_closed,Investment190,Investment143,Stable Yield,10,110000,0,110000.00,0.00,1900000.00,90000.00,5700000.00,"Payout closed for Investment143: 110000 ARS (10%) funded via marketplace splits"
665,split,Investment190,Investment144,Balanced Growth,15,22000,0,22000.00,93000.00,1900000.00,90000.00,5678000.00,"Waterfall split 22000 ARS from Investment190 → Investment144 (22000/115000)"
666,subscription,Investment191,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1910000.00,90000.00,5793000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
667,split,Investment191,Investment144,Balanced Growth,15,90000,0,112000.00,3000.00,1910000.00,90000.00,5703000.00,"Waterfall split 90000 ARS from Investment191 → Investment144 (112000/115000)"
668,subscription,Investment192,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1920000.00,90000.00,5818000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
669,split,Investment192,Investment144,Balanced Growth,15,3000,0,115000.00,0.00,1920000.00,90000.00,5815000.00,"Waterfall split 3000 ARS from Investment192 → Investment144 (115000/115000)"
670,payout_closed,Investment192,Investment144,Balanced Growth,15,115000,0,115000.00,0.00,1920000.00,90000.00,5815000.00,"Payout closed for Investment144: 115000 ARS (15%) funded via marketplace splits"
671,split,Investment192,Investment145,Aggressive Alpha,40,87000,0,87000.00,53000.00,1920000.00,90000.00,5728000.00,"Waterfall split 87000 ARS from Investment192 → Investment145 (87000/140000)"
672,subscription,Investment193,platform,Stable Yield,10,100000,10000,0.00,110000.00,1930000.00,90000.00,5838000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
673,split,Investment193,Investment145,Aggressive Alpha,40,53000,0,140000.00,0.00,1930000.00,90000.00,5785000.00,"Waterfall split 53000 ARS from Investment193 → Investment145 (140000/140000)"
674,payout_closed,Investment193,Investment145,Aggressive Alpha,40,140000,0,140000.00,0.00,1930000.00,90000.00,5785000.00,"Payout closed for Investment145: 140000 ARS (40%) funded via marketplace splits"
675,split,Investment193,Investment146,Capital Shield,6,37000,0,37000.00,69000.00,1930000.00,90000.00,5748000.00,"Waterfall split 37000 ARS from Investment193 → Investment146 (37000/106000)"
676,subscription,Investment194,platform,Growth Partners,25,100000,10000,0.00,125000.00,1940000.00,90000.00,5873000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
677,split,Investment194,Investment146,Capital Shield,6,69000,0,106000.00,0.00,1940000.00,90000.00,5804000.00,"Waterfall split 69000 ARS from Investment194 → Investment146 (106000/106000)"
678,payout_closed,Investment194,Investment146,Capital Shield,6,106000,0,106000.00,0.00,1940000.00,90000.00,5804000.00,"Payout closed for Investment146: 106000 ARS (6%) funded via marketplace splits"
679,split,Investment194,Investment147,Balanced Growth,15,21000,0,21000.00,94000.00,1940000.00,90000.00,5783000.00,"Waterfall split 21000 ARS from Investment194 → Investment147 (21000/115000)"
680,subscription,Investment195,platform,Capital Shield,6,100000,10000,0.00,106000.00,1950000.00,90000.00,5889000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
681,split,Investment195,Investment147,Balanced Growth,15,90000,0,111000.00,4000.00,1950000.00,90000.00,5799000.00,"Waterfall split 90000 ARS from Investment195 → Investment147 (111000/115000)"
682,subscription,Investment196,platform,Growth Partners,25,100000,10000,0.00,125000.00,1960000.00,90000.00,5924000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
683,split,Investment196,Investment147,Balanced Growth,15,4000,0,115000.00,0.00,1960000.00,90000.00,5920000.00,"Waterfall split 4000 ARS from Investment196 → Investment147 (115000/115000)"
684,payout_closed,Investment196,Investment147,Balanced Growth,15,115000,0,115000.00,0.00,1960000.00,90000.00,5920000.00,"Payout closed for Investment147: 115000 ARS (15%) funded via marketplace splits"
685,split,Investment196,Investment148,Aggressive Alpha,40,86000,0,86000.00,54000.00,1960000.00,90000.00,5834000.00,"Waterfall split 86000 ARS from Investment196 → Investment148 (86000/140000)"
686,subscription,Investment197,platform,Stable Yield,10,100000,10000,0.00,110000.00,1970000.00,90000.00,5944000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 110000"
687,split,Investment197,Investment148,Aggressive Alpha,40,54000,0,140000.00,0.00,1970000.00,90000.00,5890000.00,"Waterfall split 54000 ARS from Investment197 → Investment148 (140000/140000)"
688,payout_closed,Investment197,Investment148,Aggressive Alpha,40,140000,0,140000.00,0.00,1970000.00,90000.00,5890000.00,"Payout closed for Investment148: 140000 ARS (40%) funded via marketplace splits"
689,split,Investment197,Investment149,Capital Shield,6,36000,0,36000.00,70000.00,1970000.00,90000.00,5854000.00,"Waterfall split 36000 ARS from Investment197 → Investment149 (36000/106000)"
690,subscription,Investment198,platform,Capital Shield,6,100000,10000,0.00,106000.00,1980000.00,90000.00,5960000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 106000"
691,split,Investment198,Investment149,Capital Shield,6,70000,0,106000.00,0.00,1980000.00,90000.00,5890000.00,"Waterfall split 70000 ARS from Investment198 → Investment149 (106000/106000)"
692,payout_closed,Investment198,Investment149,Capital Shield,6,106000,0,106000.00,0.00,1980000.00,90000.00,5890000.00,"Payout closed for Investment149: 106000 ARS (6%) funded via marketplace splits"
693,split,Investment198,Investment150,Aggressive Alpha,40,20000,0,20000.00,120000.00,1980000.00,90000.00,5870000.00,"Waterfall split 20000 ARS from Investment198 → Investment150 (20000/140000)"
694,subscription,Investment199,platform,Balanced Growth,15,100000,10000,0.00,115000.00,1990000.00,90000.00,5985000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 115000"
695,split,Investment199,Investment150,Aggressive Alpha,40,90000,0,110000.00,30000.00,1990000.00,90000.00,5895000.00,"Waterfall split 90000 ARS from Investment199 → Investment150 (110000/140000)"
696,subscription,Investment200,platform,Growth Partners,25,100000,10000,0.00,125000.00,2000000.00,90000.00,6020000.00,"Ticket 100000 ARS; app fee 10000 (10%); distributable 90000; target payout 125000"
697,split,Investment200,Investment150,Aggressive Alpha,40,30000,0,140000.00,0.00,2000000.00,90000.00,5990000.00,"Waterfall split 30000 ARS from Investment200 → Investment150 (140000/140000)"
698,payout_closed,Investment200,Investment150,Aggressive Alpha,40,140000,0,140000.00,0.00,2000000.00,90000.00,5990000.00,"Payout closed for Investment150: 140000 ARS (40%) funded via marketplace splits"
699,split,Investment200,Investment151,Growth Partners,25,60000,0,60000.00,65000.00,2000000.00,90000.00,5930000.00,"Waterfall split 60000 ARS from Investment200 → Investment151 (60000/125000)"
